fid,districtID,districtID_old,nameID,district_en,provinceID,province_bahasa,province_en,islandID,island_bahasa,island_en,district_bahasa,gfcf_2010,gfcf_2011,gfcf_2012,gfcf_2013,gfcf_2014,gfcf_2015,gfcf_2016,gfcf_2017,gfcf_2018,gfcf_2019,gfcf_2020,gfcf_2021,gfcf_2022,gfcf_2023,gfcf_2024,gfcf_2025
499,9601,9412,mimika,Mimika,96,Papua Tengah,Central Papua,9,Papua,Papua,Mimika,4884.36,5230.71,5424.43,5863.21,9124.76,9785.69,10429.4,10803.01,11590.72,12208.56,11785.92,13574.88,13528.17,13979.12,14259.61,13990.28
500,9602,9434,dogiyai,Dogiyai,96,Papua Tengah,Central Papua,9,Papua,Papua,Dogiyai,201.26,218.35,229.22,244.91,267.22,288.71,309.09,335.27,359.21,381.34,392.98,401.83,415.72,428.9,436.04,442.3
501,9603,9436,deiyai,Deiyai,96,Papua Tengah,Central Papua,9,Papua,Papua,Deiyai,233.5,250.23,261.65,281.34,307.78,339.86,370.34,379.42,408.51,423.38,433.47,453.82,466.96,477.55,492.19,486.66
502,9604,9404,nabire,Nabire,96,Papua Tengah,Central Papua,9,Papua,Papua,Nabire,886.47,962.03,1004.28,1069.99,1171.92,1263.39,1375.4,1483.97,1559.83,1615.49,1626.02,1801.2,1938.5,2005.78,2055.58,2137.54
503,9605,9410,paniai,Paniai,96,Papua Tengah,Central Papua,9,Papua,Papua,Paniai,611.18,654.57,688.2,738.17,807.98,860.79,919.61,972.81,1029.95,1086.46,1125.88,1171.96,1269.58,1289.92,1321.83,1300.86
504,9606,9435,intanjaya,Intan Jaya,96,Papua Tengah,Central Papua,9,Papua,Papua,Intan Jaya,193.48,208.68,219.34,236.95,258.45,281.05,305.87,323.69,338.85,354.42,359.45,379.99,407.07,415.45,420.74,432.28
505,9607,9433,puncak,Puncak,96,Papua Tengah,Central Papua,9,Papua,Papua,Puncak,232.68,249.32,263.93,284.28,308.49,326.54,350.17,371.9,397.04,419.73,440.75,501.87,514.65,526.9,541.19,544.66
506,9608,9411,puncakjaya,Puncak Jaya,96,Papua Tengah,Central Papua,9,Papua,Papua,Puncak Jaya,230.2,244.41,254.12,273.41,296.1,325.22,357.16,368.87,388.75,403.43,396.76,436.31,447.59,452.35,470.52,464.89
507,9701,9429,nduga,Nduga,97,Papua Pegunungan,Papua Pegunungan,9,Papua,Papua,Nduga,198.35,211.01,225.18,243.78,264.91,285.68,309.24,325.39,350.62,376.33,395.62,444.69,483.18,501.5,513.6,516.38
508,9702,9402,jayawijaya,Jayawijaya,97,Papua Pegunungan,Papua Pegunungan,9,Papua,Papua,Jayawijaya,964.01,1030.61,1081.12,1147.76,1246.88,1355.25,1461.8,1705.4,2076.62,2304.59,2329.8,2461.97,2482.96,2560.02,2691.44,2702.61
509,9703,9430,lannyjaya,Lanny Jaya,97,Papua Pegunungan,Papua Pegunungan,9,Papua,Papua,Lanny Jaya,299.23,317.57,331.61,358.96,392.05,420.7,450.12,482.05,517.91,556.26,582.52,637.37,658.21,675.25,694.42,696.31
510,9704,9418,tolikara,Tolikara,97,Papua Pegunungan,Papua Pegunungan,9,Papua,Papua,Tolikara,274.4,296.82,311.84,335.77,366.64,399.63,430.88,468.11,488.23,508.59,516.85,537.11,549.12,565.91,580.97,580.69
511,9705,9431,mamberamotengah,Central Mamberamo,97,Papua Pegunungan,Papua Pegunungan,9,Papua,Papua,Mamberamo Tengah,201.37,216.42,228.51,247.45,269.31,288.98,310.46,324.55,343.24,361.12,371.56,414.51,433.98,447.68,463.69,460.61
512,9706,9432,yalimo,Yalimo,97,Papua Pegunungan,Papua Pegunungan,9,Papua,Papua,Yalimo,204.5,218.9,233.32,250.68,272.34,296.46,320.08,344.92,370.16,393.29,409.71,456.24,469.18,486.05,501.14,502.81
513,9707,9416,yahukimo,Yahukimo,97,Papua Pegunungan,Papua Pegunungan,9,Papua,Papua,Yahukimo,480.45,511.81,530.55,574.71,626.67,669.68,711.58,747.6,812.92,856.75,876.21,932.65,943.42,972.94,1008.38,1016.03
514,9708,9417,pegununganbintang,Pegunungan Bintang,97,Papua Pegunungan,Papua Pegunungan,9,Papua,Papua,Pegunungan Bintang,322.86,347.37,367.95,399.93,433.08,460.54,488.8,516.96,540.81,557.78,565.66,588.31,616.64,633.14,644.1,642.72
