fid,districtID,districtID_old,nameID,district_en,provinceID,province,islandID,island,district_bahasa,gs_2010,gs_2011,gs_2012,gs_2013,gs_2014,gs_2015,gs_2016,gs_2017,gs_2018,gs_2019,gs_2020,gs_2021,gs_2022,gs_2023,gs_2024,gs_2025
336,6208,6208,seruyan,Seruyan,62,Kalimantan Tengah,6,Kalimantan,Seruyan,399.75,420.36,435.74,446.39,470.64,499.71,499.95,502.4,534.96,539.51,538.87,587.91,588.03,603.85,616.66,545.76
337,6209,6209,katingan,Katingan,62,Kalimantan Tengah,6,Kalimantan,Katingan,493.21,508.21,552.47,573.96,652.59,723.61,732.99,764.48,832.82,876.04,859.18,927.21,934.38,987.98,1074.14,1002.54
338,6210,6210,pulangpisau,Pulang Pisau,62,Kalimantan Tengah,6,Kalimantan,Pulang Pisau,399,420.62,449.9,487.95,529.76,586.03,592.69,613.25,653.75,697.45,696.1,695.91,700.41,734.27,766.08,725.64
339,6211,6211,gunungmas,Gunung Mas,62,Kalimantan Tengah,6,Kalimantan,Gunung Mas,332.39,352.28,369.19,397.52,424.82,484.5,490.04,508.88,549.22,562.95,574.35,631.38,632.16,658.09,724.99,702.4
340,6212,6212,baritotimur,East Barito,62,Kalimantan Tengah,6,Kalimantan,Barito Timur,410.16,420.89,443.62,461.97,495.88,543.95,549.5,569.25,602.73,642.36,650.33,716.26,717.39,763.94,807.02,813.21
341,6213,6213,murungraya,Murung Raya,62,Kalimantan Tengah,6,Kalimantan,Murung Raya,400.7,420.83,454.77,474.25,501.97,641.67,650.97,670.54,704.04,733.26,731.9,757.14,761.24,805.86,834.2,835.88
342,6271,6271,kotapalangkaraya,Palangka Raya City,62,Kalimantan Tengah,6,Kalimantan,Kota Palangka Raya,2348.07,2585.79,2927.92,3131.51,3331.55,3629.55,3497.44,3613.52,3836.95,4036.42,4024.77,4251.37,4168.36,4424.93,4917.44,4894.65
343,6301,6301,tanahlaut,Tanah Laut,63,Kalimantan Selatan,6,Kalimantan,Tanah Laut,686.41,714.58,742.38,767.59,786.05,829.67,829.97,832.42,840.98,852.33,839.5,885.16,870.48,908.91,948.66,976.99
344,6302,6302,kotabaru,Kotabaru,63,Kalimantan Selatan,6,Kalimantan,Kota Baru,973.78,1013.1,1063.86,1118.14,1143.52,1198.34,1203.91,1213.18,1234.72,1265.99,1220.16,1290.88,1272.85,1331.2,1416.12,1459.91
345,6303,6303,banjar,Banjar,63,Kalimantan Selatan,6,Kalimantan,Banjar,1096.88,1141.17,1181.11,1223.63,1253.92,1328.24,1328.36,1328.95,1378.25,1426.42,1373.29,1357.99,1332.39,1383.74,1430.92,1452.41
346,6304,6304,baritokuala,Barito Kuala,63,Kalimantan Selatan,6,Kalimantan,Barito Kuala,629.89,655.85,680.24,704.27,721.13,759.52,759.69,767.07,779.23,788.18,781.01,802.54,789.79,816.45,867.26,879.29
347,6305,6305,tapin,Tapin,63,Kalimantan Selatan,6,Kalimantan,Tapin,649.52,672.97,699.96,724.9,742.22,781.26,781.54,787.74,796.59,806.66,791.41,836.66,849.78,887,936.51,969.52
348,6306,6306,hulusungaiselatan,South Hulu Sungai,63,Kalimantan Selatan,6,Kalimantan,Hulu Sungai Selatan,651.65,672.51,695.71,715.88,736.41,755.82,771.9,778.31,804.7,830.24,816.04,832.69,811.95,871.54,888.31,903.9
349,6307,6307,hulusungaitengah,Central Hulu Sungai,63,Kalimantan Selatan,6,Kalimantan,Hulu Sungai Tengah,646.1,666.77,686.39,710.21,727.16,768.22,770.1,775.15,796.77,818.91,797.2,830.11,815.36,837.52,853.49,873.03
350,6308,6308,hulusungaiutara,North Hulu Sungai,63,Kalimantan Selatan,6,Kalimantan,Hulu Sungai Utara,582.09,608.13,641.6,664.96,680.43,715.23,714.49,714.72,731.65,748.45,726.72,758.99,744.41,772.07,797.73,821.7
351,6309,6309,tabalong,Tabalong,63,Kalimantan Selatan,6,Kalimantan,Tabalong,778.43,810.23,832.11,850.41,870.56,921.69,921.98,923.75,956.65,988.5,952.55,1001.35,1003.64,1071.8,1072.94,1115.68
352,6310,6310,tanahbumbu,Tanah Bumbu,63,Kalimantan Selatan,6,Kalimantan,Tanah Bumbu,710.39,737.89,767.18,793.19,810.56,854.49,864.75,864.95,890.9,922.77,889.03,929.09,944.43,1011.71,1035.97,1059.73
353,6311,6311,balangan,Balangan,63,Kalimantan Selatan,6,Kalimantan,Balangan,526.08,547.55,573.62,595.25,612.65,635.96,642.19,643.62,666.34,688.45,682.59,660.82,673.46,724.29,815.4,847.19
354,6371,6371,kotabanjarmasin,Banjarmasin City,63,Kalimantan Selatan,6,Kalimantan,Kota Banjarmasin,1631.52,1696.6,1758.18,1823.68,1868.75,1980.32,1980.93,2063.3,2106.47,2176.07,2142.49,2240.13,2247.33,2302.91,2492,2550.92
355,6372,6372,kotabanjarbaru,Banjar Baru City,63,Kalimantan Selatan,6,Kalimantan,Kota Banjar Baru,1095.12,1139.21,1179.43,1222.36,1251.21,1326.62,1327,1337.92,1384.18,1431.05,1389.18,1470.7,1454.48,1570.1,1617.43,1663.29
356,6401,6401,paser,Paser,64,Kalimantan Timur,6,Kalimantan,Paser,722.98,828.68,934.38,1040.06,1030.96,894.34,810.33,752.48,832.61,920.7,895.95,925.34,974.95,1235.6,1283.71,1224.17
357,6402,6402,kutaibarat,West Kutai,64,Kalimantan Timur,6,Kalimantan,Kutai Barat,835.19,879.41,962.91,1070.06,1172.28,1187.37,1207.85,1089.51,1160.12,1218.41,1192.72,1214.94,1268.48,1579.52,1627.15,1457.47
358,6403,6403,kutaikartanegara,Kutai Kartanegara,64,Kalimantan Timur,6,Kalimantan,Kutai Kartanegara,2574.07,2522.24,2616.57,2936.31,3151.8,2951.47,2549.02,2236.17,2370.71,2513.98,2461.89,2507.03,2717.08,3841.94,4374.51,3791.41
359,6404,6404,kutaitimur,East Kutai,64,Kalimantan Timur,6,Kalimantan,Kutai Timur,1389.92,1415.03,1345.17,1436.52,1502.65,1509.76,1305.38,1098.03,1214.65,1279.08,1252.15,1240.06,1527.1,2127.58,2351.4,1509.29
360,6405,6405,berau,Berau,64,Kalimantan Timur,6,Kalimantan,Berau,819.55,818.3,829.1,869.94,903.4,920.79,833.37,732.68,774.48,852.73,811.63,787.01,865.79,1185.93,1522.48,1300.8
361,6409,6409,penajampaserutara,North Penajam Paser,64,Kalimantan Timur,6,Kalimantan,Penajam Paser Utara,630.35,636.09,623.3,688.38,710.64,674.5,632.35,527.25,594.14,647.09,613.43,599.17,719.05,981.14,1280.64,1462.92
362,6411,6411,mahakamulu,Mahakam Ulu,64,Kalimantan Timur,6,Kalimantan,Mahakam Ulu,103.15,108.62,118.93,132.16,139.09,151.42,157.44,165.27,173.71,184.98,184.66,188.3,205.16,295.34,321.74,334.39
363,6471,6471,kotabalikpapan,Balikpapan City,64,Kalimantan Timur,6,Kalimantan,Kota Balikpapan,1826.8,1922.62,1812.48,1967.96,1978.59,1980.89,1815.55,1554.41,1758.72,1934.69,1787.04,1851.82,1968.55,2584.53,2789.66,2742.95
364,6472,6472,kotasamarinda,Samarinda City,64,Kalimantan Timur,6,Kalimantan,Kota Samarinda,4472.1,5208.32,6027.54,6511.75,6372,5747.24,5047.79,4407.63,4797.76,5243.98,5208.17,5447.02,5745.38,8001.03,8996.68,8270.8
365,6474,6474,kotabontang,Bontang City,64,Kalimantan Timur,6,Kalimantan,Kota Bontang,639.88,627.99,700.99,758.09,767.76,806.25,598.51,502.87,543.11,586.79,577.78,600.28,639.52,803.89,1020.22,955.57
366,6501,6501,malinau,Malinau,65,Kalimantan Utara,6,Kalimantan,Malinau,676.23,776.26,891.18,964.53,1028.74,1028.88,965.84,872.64,909.82,934.09,1031.59,1021.79,1001.93,1130.66,1215.29,1197.19
367,6502,6502,bulungan,Bulungan,65,Kalimantan Utara,6,Kalimantan,Bulungan,646.45,693.76,636.26,1015.12,1209.54,1224.47,1113.9,1057.94,1087.11,1138.81,1287.93,1276.7,1258.98,1528.88,1663.52,1614.88
368,6503,6503,tanatidung,Tana Tidung,65,Kalimantan Utara,6,Kalimantan,Tana Tidung,396.45,339.62,450.14,456.63,485.21,397.29,397.44,363.61,378.73,384.75,438.18,434.11,426.02,478.41,544.62,492.25
369,6504,6504,nunukan,Nunukan,65,Kalimantan Utara,6,Kalimantan,Nunukan,647.04,684.21,728.37,778.82,850.5,741.68,682.85,615.9,642.07,669.57,751.99,739.86,731.3,811.24,887.12,857.4
370,6571,6571,kotatarakan,Tarakan City,65,Kalimantan Utara,6,Kalimantan,Kota Tarakan,961.35,935.78,957.36,1114.88,1059.86,929.07,812.14,724.71,755.83,771.54,907.34,898.35,894.35,966.37,1041.56,997.4
371,7101,7101,bolaangmongondow,Bolaang Mongondow,71,Sulawesi Utara,7,Sulawesi,Bolaang Mongondow,566.92,596.59,661.1,731.36,822.18,880.25,946.54,993.32,1050.68,1066.74,1005.08,992.39,983.86,1005.98,1053.99,1053.8
372,7102,7102,minahasa,Minahasa,71,Sulawesi Utara,7,Sulawesi,Minahasa,871.36,899.15,962.67,1023.72,1090.82,1148.65,1175.4,1301.39,1366.7,1389.38,1319.71,1361.82,1350.88,1375.97,1477.24,1487.44
373,7103,7103,kepulauansangihe,Sangihe Islands,71,Sulawesi Utara,7,Sulawesi,Kepulauan Sangihe,559.53,582.14,611.04,625.17,657.69,700.84,723.8,770.05,814.86,839.71,822.61,838.29,876.12,877.36,942.89,954.95
374,7104,7104,kepulauantalaud,Talaud Islands,71,Sulawesi Utara,7,Sulawesi,Kepulauan Talaud,421.25,452.54,473.77,483.22,493.8,536.64,552.22,578.95,608.36,630.9,608.86,616.93,607.53,609.38,657.2,669.75
375,7105,7105,minahasaselatan,South Minahasa,71,Sulawesi Utara,7,Sulawesi,Minahasa Selatan,520.2,551.85,595.04,641.66,694.81,740.7,765.58,825.62,876.09,905.02,877.51,907.75,942.46,944.2,1025.11,1047.33
376,7106,7106,minahasautara,North Minahasa,71,Sulawesi Utara,7,Sulawesi,Minahasa Utara,505.21,550.68,598.36,657.39,717.64,787.12,812.09,808.36,831.7,856.16,829.03,791.72,768.4,771.95,831.42,847.3
377,7107,7107,bolaangmongondowutara,North Bolaang Mongondow,71,Sulawesi Utara,7,Sulawesi,Bolaang Mongondow Utara,329.32,339.62,347.31,371.07,390.97,406.41,413.8,440.44,459.42,473.45,448.59,448.63,453.62,462.57,487.86,495.31
378,7108,7108,siautagulandangbiaro,Siau Tagulandang Biaro Islands,71,Sulawesi Utara,7,Sulawesi,Siau Tagulandang Biaro,345.59,383.49,417.7,447.56,487.1,535.87,548.91,592.9,636,692.36,713.61,735.34,779.85,782.48,845.49,857.45
379,7109,7109,minahasatenggara,Southeast Minahasa,71,Sulawesi Utara,7,Sulawesi,Minahasa Tenggara,330.93,355.01,383.13,408.83,419.94,447.82,461.54,499.95,535.1,554.5,537.8,534.44,546.05,554.1,587.03,601.71
380,7110,7110,bolaangmongondowselatan,South Bolaang Mongondow,71,Sulawesi Utara,7,Sulawesi,Bolaang Mongondow Selatan,217.45,231.98,244.64,253.31,269.49,282.01,288.65,308.39,331.23,346.8,351.14,344.67,354.06,359,380.39,380.42
381,7111,7111,bolaangmongondowtimur,East Bolaang Mongondow,71,Sulawesi Utara,7,Sulawesi,Bolaang Mongondow Timur,271.59,292.32,323.74,356.67,392.83,423.08,436.64,464.19,495.28,505.39,507.01,513.72,513.38,521.3,552.13,558.01
382,7171,7171,kotamanado,Manado City,71,Sulawesi Utara,7,Sulawesi,Kota Manado,2002.82,2269.62,2597.86,2899.69,3206.39,3506.62,3575.96,3752.16,3941.21,4116.64,3968.79,3701.25,3587.24,3604.81,3838.97,3953.64
383,7172,7172,kotabitung,Bitung City,71,Sulawesi Utara,7,Sulawesi,Kota Bitung,599.14,658.62,703.06,755.81,801.91,882.1,902.48,965.72,1006.07,1047.4,1032.11,1072.11,1142.11,1188.42,1241.3,1245.28
384,7173,7173,kotatomohon,Tomohon City,71,Sulawesi Utara,7,Sulawesi,Kota Tomohon,407.56,448.23,486.48,507.97,529.19,580.92,601.89,640,657.5,672.87,655.38,654.34,655.14,655.45,692.64,694.36
385,7174,7174,kotakotamobagu,Kotamobagu City,71,Sulawesi Utara,7,Sulawesi,Kota Kotamobagu,473.71,507.49,546.77,562.01,587.82,641.78,661.26,691.86,726.17,743.97,713.07,671.27,673.62,678.89,720.21,727.69
386,7201,7201,banggaikepulauan,Banggai Islands,72,Sulawesi Tengah,7,Sulawesi,Banggai Kepulauan,241.63,247.05,266.09,278.23,293.64,311.15,329.95,348.93,349.34,355.91,345.14,365.14,368,371.24,407.95,395.88
387,7202,7202,banggai,Banggai,72,Sulawesi Tengah,7,Sulawesi,Banggai,1030.89,1056.23,1125,1211.19,1240.3,1330.25,1434.34,1467.01,1467.14,1518.66,1442.46,1503.06,1515.18,1525.02,1676.36,1612.63
388,7203,7203,morowali,Morowali,72,Sulawesi Tengah,7,Sulawesi,Morowali,343.23,349.5,369.15,390.67,396.35,421.47,420.82,439.34,429.51,447.09,440.48,451.65,451.97,460.15,477.6,509.19
389,7204,7204,poso,Poso,72,Sulawesi Tengah,7,Sulawesi,Poso,598.48,635.3,672.83,719.95,752.77,807.49,911.66,920.62,921.42,929.7,931.66,987.83,994.08,1026.78,1101.15,1017.44
390,7205,7205,donggala,Donggala,72,Sulawesi Tengah,7,Sulawesi,Donggala,441.96,733.17,915.59,838.93,857.15,906.41,894.95,906.91,884.95,906.51,879.99,893.5,877.47,893.42,966.83,986.8
391,7206,7206,tolitoli,Tolitoli,72,Sulawesi Tengah,7,Sulawesi,Toli-Toli,545.18,595.35,646.39,692.16,703.5,759.09,757.24,766.09,766.41,785.65,772.47,802.81,788.16,810.32,882.42,841.99
392,7207,7207,buol,Buol,72,Sulawesi Tengah,7,Sulawesi,Buol,439.85,463.98,502.73,544.08,581.23,625.49,658.56,665.6,666.42,679.49,668.09,691.07,679.29,697.69,738.14,686.43
393,7208,7208,parigimoutong,Parigi Moutong,72,Sulawesi Tengah,7,Sulawesi,Parigi Moutong,897.75,906.55,972.05,1054.1,1140.23,1232.28,1232.11,1261.06,1261.89,1278.64,1250.96,1314.5,1320.2,1372.7,1493.26,1402.87
394,7209,7209,tojounauna,Tojo Una-Una,72,Sulawesi Tengah,7,Sulawesi,Tojo Una-Una,431.42,439.45,468.4,497.32,507.44,536.67,574.44,583.57,637.27,611.66,600.44,637.72,635.63,636.59,690.97,636.28
395,7210,7210,sigi,Sigi,72,Sulawesi Tengah,7,Sulawesi,Sigi,589.4,638.29,696.92,755.48,774.19,817.51,861.59,873.96,876.89,921.66,897.6,944.76,937.84,957.51,1051.99,1004.02
396,7211,7211,banggailaut,Banggai Laut,72,Sulawesi Tengah,7,Sulawesi,Banggai Laut,124.56,125.98,135.99,144.7,152.6,162.06,165.3,167.03,168.22,171.35,165.67,224.49,225.84,232.69,235.86,196.81
397,7212,7212,morowaliutara,North Morowali,72,Sulawesi Tengah,7,Sulawesi,Morowali Utara,301.93,441.28,525.07,635.01,651,687.86,727.93,753.64,754.22,762.48,745,771.59,778.38,800.44,840.64,777.99
398,7271,7271,kotapalu,Palu City,72,Sulawesi Tengah,7,Sulawesi,Kota Palu,1883.24,1861.31,1973.92,2064.84,2106.17,2205.48,2230.72,2237.8,2172.99,2250.67,2112.1,2221.24,2236.24,2322.96,2521.94,2260.09
399,7301,7301,kepulauanselayar,Selayar Islands,73,Sulawesi Selatan,7,Sulawesi,Kepulauan Selayar,422.55,446.72,486.2,507.69,530.46,578.17,558.08,582.73,625.5,679.91,632.62,680.92,657.88,659.48,655.42,678.68
400,7302,7302,bulukumba,Bulukumba,73,Sulawesi Selatan,7,Sulawesi,Bulukumba,678.62,712.32,752.56,783.64,814.28,854.44,862.98,891.52,956.54,1060.62,1018.8,1070.77,1014.47,1059.58,1099.05,1110.37
401,7303,7303,bantaeng,Bantaeng,73,Sulawesi Selatan,7,Sulawesi,Bantaeng,416.77,438.28,457.25,473.48,484.51,505.95,529.93,550.35,580.47,643.57,630.22,667.32,684.5,682.16,699.22,694.56
402,7304,7304,jeneponto,Jeneponto,73,Sulawesi Selatan,7,Sulawesi,Jeneponto,513.53,537.63,556.33,582.79,596.37,640.96,661.22,683.34,733.45,825.57,798.55,845.22,859.93,793.22,805.25,798.51
403,7305,7305,takalar,Takalar,73,Sulawesi Selatan,7,Sulawesi,Takalar,484.33,508.24,532.73,555.36,580.94,625.75,618.83,622.62,655.86,737.11,716.4,783.1,782.11,775.04,774.64,750.67
404,7306,7306,gowa,Gowa,73,Sulawesi Selatan,7,Sulawesi,Gowa,964.1,1010.95,1054.02,1083.85,1103.81,1182.28,1215.59,1254.82,1346.23,1512.81,1507.37,1564.68,1509.92,1510.44,1538.91,1614.3
405,7307,7307,sinjai,Sinjai,73,Sulawesi Selatan,7,Sulawesi,Sinjai,490.87,514.84,530.6,545.54,551.68,592.6,599.87,609.51,642.57,694.54,671.76,709.39,701.42,735.52,774.21,755.17
406,7308,7308,maros,Maros,73,Sulawesi Selatan,7,Sulawesi,Maros,636.79,688.62,720.77,756.99,778.81,822.88,867.75,887.12,952.73,1064.99,1072.47,1056.11,1087.3,1053.58,1052.87,1015.46
407,7309,7309,pangkajenedankepulauan,Pangkajene Islands,73,Sulawesi Selatan,7,Sulawesi,Pangkajene dan Kepulauan,640.64,671.04,702.41,728.37,748.09,771.47,767.77,774.89,803.84,846.78,823.81,820.91,877.92,957.34,968.63,984.18
408,7310,7310,barru,Barru,73,Sulawesi Selatan,7,Sulawesi,Barru,405.49,428.67,448.63,473.1,495.78,525.53,542.23,567.79,599.2,669.39,653.07,666.4,638.85,621.05,867.35,849.92
409,7311,7311,bone,Bone,73,Sulawesi Selatan,7,Sulawesi,Bone,1218.55,1271.37,1323.63,1409.39,1443.77,1529.6,1536.01,1563.63,1734.63,2078.6,2025.64,2190.17,2119.15,2212.2,2315.34,2284.64
410,7312,7312,soppeng,Soppeng,73,Sulawesi Selatan,7,Sulawesi,Soppeng,529.65,549.81,557.72,570.51,577.32,606.69,584.3,598.94,615.26,678.94,666.4,666.07,727.93,722.08,744.29,727.03
411,7313,7313,wajo,Wajo,73,Sulawesi Selatan,7,Sulawesi,Wajo,684.3,735.32,777.96,811.58,840.87,899.02,885.66,895.9,937.88,1026.03,997.61,1074.25,927.53,957.95,994.5,954.67
412,7314,7314,sidenrengrappang,Sidenreng Rappang,73,Sulawesi Selatan,7,Sulawesi,Sidenreng Rappang,541.41,572.2,605.72,630.28,659.3,690.05,680.37,692.62,755.33,818.65,797.52,823.76,828.7,802.96,830.4,869.07
413,7315,7315,pinrang,Pinrang,73,Sulawesi Selatan,7,Sulawesi,Pinrang,603.38,630.1,659.46,676.89,686.1,747.51,736.27,763.69,834.83,907.27,907,966.33,963.43,1005.63,1053.98,1050.84
414,7316,7316,enrekang,Enrekang,73,Sulawesi Selatan,7,Sulawesi,Enrekang,539.68,557.28,583.56,604.06,607.96,650.64,660.32,666.05,715.21,750.78,730.27,731.88,735.56,777.24,761.9,713.2
415,7317,7317,luwu,Luwu,73,Sulawesi Selatan,7,Sulawesi,Luwu,656.5,684.1,716.71,749.71,777.74,825.86,855.26,863.24,871.73,929.32,918.31,974.35,954.19,1015.45,1042.74,1035.81
416,7318,7318,tanatoraja,Tana Toraja,73,Sulawesi Selatan,7,Sulawesi,Tana Toraja,543.98,560.19,578.14,597.32,608.58,638.19,617.23,633.49,673.58,720.37,693.4,690.82,689.85,709.14,725.14,719.61
417,7322,7322,luwuutara,North Luwu,73,Sulawesi Selatan,7,Sulawesi,Luwu Utara,580.87,620.91,653.28,680.57,702.96,753.62,733.4,740.13,794.1,878.98,872.76,959.09,921.68,848.22,850.26,829.41
418,7325,7325,luwutimur,East Luwu,73,Sulawesi Selatan,7,Sulawesi,Luwu Timur,462.2,480.67,500.87,514.87,524.88,574.86,584.21,590.53,598.87,638.9,619.41,618.81,655.29,720,763.43,738.03
419,7326,7326,torajautara,North Toraja,73,Sulawesi Selatan,7,Sulawesi,Toraja Utara,369.58,401.31,440.25,491.65,512.56,564.56,553.46,570.03,681.37,770.66,764.62,831.21,832.24,908.35,876.01,867.51
420,7371,7371,kotamakasar,Makassar City,73,Sulawesi Selatan,7,Sulawesi,Kota Makassar,7072.77,7400.73,7716,7938.99,8073.9,8610.15,8339.3,8359.1,8877.05,8864.18,8629.89,9249.71,9041.86,9379.49,9954.16,9808.27
421,7372,7372,kotaparepare,Parepare City,73,Sulawesi Selatan,7,Sulawesi,Kota Parepare,677.27,702.35,717.82,734.97,751.88,797.57,785.25,812.41,701.67,768,765.03,830.75,854.99,878.78,932.93,931.21
422,7373,7373,kotapalopo,Palopo City,73,Sulawesi Selatan,7,Sulawesi,Kota Palopo,444.25,473.14,486.64,505.01,522.58,560.31,551.16,572.51,658.51,685.45,666.49,727.04,759.58,760.49,744.86,742.09
423,7401,7401,buton,Buton,74,Sulawesi Tenggara,7,Sulawesi,Buton,538.36,641.65,655.6,700.57,325.89,337.22,344.35,361.97,383.08,413.3,390.92,402.51,396.47,416.55,592.06,501.77
424,7402,7402,muna,Muna,74,Sulawesi Tenggara,7,Sulawesi,Muna,736.9,883.78,897.51,948.89,757.79,784.62,799.65,835.9,871,906.64,842.91,886.87,885.92,942.8,1024.3,950.88
425,7403,7403,konawe,Konawe,74,Sulawesi Tenggara,7,Sulawesi,Konawe,860.35,1036.79,1055.96,886.69,920.8,964.55,986.48,1041.88,1048.5,1111.51,1012.03,982.24,992.83,1054.67,1208.84,1245.93
426,7404,7404,kolaka,Kolaka,74,Sulawesi Tenggara,7,Sulawesi,Kolaka,663.57,784.69,796.06,599.85,617.27,643.71,650.51,676.4,705.54,746.67,706.85,741.49,749.38,779.99,827.57,806.53
427,7405,7405,konaweselatan,South Konawe,74,Sulawesi Tenggara,7,Sulawesi,Konawe Selatan,538.93,651.95,665.1,711.11,732.29,768.41,790.39,839.9,894.46,950.48,870.23,898.34,929.59,1030.44,1107.42,1122.77
428,7406,7406,bombana,Bombana,74,Sulawesi Tenggara,7,Sulawesi,Bombana,321.55,380.64,384.84,404.56,413.93,434.71,448.04,467.74,497.25,522.33,518.23,513.23,519.69,540.66,568.86,518.79
429,7407,7407,wakatobi,Wakatobi,74,Sulawesi Tenggara,7,Sulawesi,Wakatobi,389.96,463.93,475.27,502.38,515.04,545.9,567.94,584.18,641.1,683.47,674.73,697.98,697.08,751.52,804.77,804.38
430,7408,7408,kolakautara,North Kolaka,74,Sulawesi Tenggara,7,Sulawesi,Kolaka Utara,302.48,359.82,366.65,391.76,402.59,422.54,435.09,464.74,496.27,529.06,502.15,512.55,517.66,530.22,553.48,525.33
431,7409,7409,butonutara,North Buton,74,Sulawesi Tenggara,7,Sulawesi,Buton Utara,257.28,305.32,310.61,332.01,338.88,352.67,362.63,379.86,398.33,422.93,416.36,425.23,441.84,462.28,477.36,485.45
432,7410,7410,konaweutara,North Konawe,74,Sulawesi Tenggara,7,Sulawesi,Konawe Utara,224.62,285.98,291.98,309.12,318.49,332.1,336.33,346.56,368.13,385.21,366.87,380.31,379.88,401.2,413.61,399.44
433,7411,7411,kolakatimur,East Kolaka,74,Sulawesi Tenggara,7,Sulawesi,Kolaka Timur,0,0,0,231.01,238.68,250.72,259.96,270.31,287.36,299.92,287.15,303.1,313.14,347.81,369.05,353.04
434,7412,7412,konawekepulauan,Konawe Islands,74,Sulawesi Tenggara,7,Sulawesi,Konawe Kepulauan,0,0,0,269,277.68,291.26,297.14,309.38,319.09,326.14,304.65,314.59,320.19,351.82,366.75,356.01
435,7413,7413,munabarat,West Muna,74,Sulawesi Tenggara,7,Sulawesi,Muna Barat,0,0,0,0,252.48,261.36,270.01,285.53,300.2,315.96,293.79,305.99,318.88,348,369.41,359.32
436,7414,7414,butontengah,Central Buton,74,Sulawesi Tenggara,7,Sulawesi,Buton Tengah,0,0,0,0,182,189.17,192.88,205.73,218.47,226.23,211.59,216.5,222.87,245.64,254.8,254.54
437,7415,7415,butonselatan,South Buton,74,Sulawesi Tenggara,7,Sulawesi,Buton Selatan,0,0,0,0,213.65,220.65,227.81,234.6,248.88,263.65,255.24,261.6,259.24,272.6,294.74,294.96
438,7471,7471,kotakendari,Kendari City,74,Sulawesi Tenggara,7,Sulawesi,Kota Kendari,2347.63,2806.32,2838.85,2998.07,3066.26,3219.16,3305.5,3635.38,3789.36,4030.73,3994.53,4027.06,4278.29,4571.96,5082.07,5175.78
439,7472,7472,kotabaubau,Baubau City,74,Sulawesi Tenggara,7,Sulawesi,Kota Baubau,531.03,635.79,645.18,687.29,703.46,737.08,772.11,819.43,863.08,920.88,887.25,903.28,930.69,1023,1076.53,1076.86
440,7501,7501,boalemo,Boalemo,75,Gorontalo,7,Sulawesi,Boalemo,417.11,444,476.52,497.08,511.92,544.72,557.4,587.04,611.18,640.02,599.66,615.22,639.7,643.24,651.49,643.88
441,7502,7502,gorontalo,Gorontalo,75,Gorontalo,7,Sulawesi,Gorontalo,830.29,916.36,961.64,1010.78,1031.96,1086.07,1119.4,1182.02,1248.22,1323.69,1231.57,1237.45,1240.05,1242.4,1254.59,1247.52
442,7503,7503,pohuwato,Pohuwato,75,Gorontalo,7,Sulawesi,Pohuwato,434.65,466.1,481.83,524.46,547.97,581.91,598.63,626.42,652.39,683.8,636.57,657.29,661.24,664.69,667.46,662.2
443,7504,7504,bonebolango,Bone Bolango,75,Gorontalo,7,Sulawesi,Bone Bolango,497.9,532.85,575.2,613.09,618.6,652.66,687.41,724.43,754.07,784.16,730.59,759.21,786.97,791.09,803.45,799.33
444,7505,7505,gorontaloutara,North Gorontalo,75,Gorontalo,7,Sulawesi,Gorontalo Utara,314.17,351.9,358.58,375.08,379.69,403.46,414.74,433.47,451.45,471.55,442.3,445.28,446.71,448.66,454.66,463.55
445,7571,7571,kotagorontalo,Gorontalo City,75,Gorontalo,7,Sulawesi,Kota Gorontalo,1148.64,1235.1,1315.23,1416.69,1474.16,1577.23,1555.69,1636.37,1709.38,1791.39,1682.23,1718.51,1725.72,1731.59,1743.02,1740.88
446,7601,7601,majene,Majene,76,Sulawesi Barat,7,Sulawesi,Majene,488.82,501,535.5,554.81,540.57,640.73,643.52,682.95,685.04,710.14,708.16,709.86,712.12,740.05,765.61,749.89
447,7602,7602,polewalimandar,Polewali Mandar,76,Sulawesi Barat,7,Sulawesi,Polewali Mandar,626.51,701.57,763.74,792.17,852.99,921.78,928.76,1021.39,1114.18,1127.24,1071.21,1038.77,1083.2,1122.22,1174.27,1153.82
448,7603,7603,mamasa,Mamasa,76,Sulawesi Barat,7,Sulawesi,Mamasa,442.14,457.13,480.7,490.87,508.25,555.09,556.51,597.9,623.15,621.56,546.64,510.39,505.1,488.9,495.91,496.63
449,7604,7604,mamuju,Mamuju,76,Sulawesi Barat,7,Sulawesi,Mamuju,1121.7,1179.28,1228.34,1272.43,1428.5,1618.66,1765.97,1759.5,1890.37,1858.53,1744.05,1885.66,1956.2,1959.94,2098.26,2045.4
450,7605,7605,mamujuutara,Pasangkayu,76,Sulawesi Barat,7,Sulawesi,Mamuju Utara,343.42,378.8,363.1,378.94,424.12,413.48,497.43,482.29,468.79,492.11,458.04,444.24,462.7,476.11,501.49,490.23
451,7606,7606,mamujutengah,Central Mamuju,76,Sulawesi Barat,7,Sulawesi,Mamuju Tengah,0,0,186.06,191.75,185.54,210.05,268.74,283.07,281.92,328.03,284.92,292.25,289.23,297.56,303.65,296.63
452,8101,8101,malukutenggarabarat,Tanimbar Islands,81,Maluku,8,Maluku,Maluku Tenggara Barat,565.78,624.78,679.63,741.2,777.72,833.01,856.47,878.55,880.1,879.94,653.86,671.7,637.44,640.91,656.1,587.5
